Name TPM NumReads
ENSRNOT00000022540.6 67.0996 2848.33
ENSRNOT00000028011.5 3.51731 84
ENSRNOT00000049858.3 0 0
ENSRNOT00000063987.2 1.27666 35
ENSRNOT00000030757.5 20.8987 1070.35
ENSRNOT00000077865.1 0 0
ENSRNOT00000016037.6 4.94883 142.437
ENSRNOT00000013910.7 16.6112 934.654
ENSRNOT00000013937.5 79.666 4335.13
ENSRNOT00000048463.2 0 0
ENSRNOT00000020544.7 60.4741 1206.36
ENSRNOT00000085454.1 0 0
ENSRNOT00000034525.5 0 0
ENSRNOT00000070794.1 47.9979 2955.87
ENSRNOT00000072384.2 44.2272 660.38
ENSRNOT00000085961.1 7.9997 163.448
ENSRNOT00000026091.4 101.955 5085.8
ENSRNOT00000046220.5 0 0
ENSRNOT00000008254.6 4.6364 238
ENSRNOT00000008854.6 18.3474 1169.65
ENSRNOT00000041532.3 0.14637 5.90836
ENSRNOT00000015150.3 0 0
ENSRNOT00000086498.1 0.194743 1
ENSRNOT00000012611.5 62.0767 1970.86
ENSRNOT00000086541.1 12.006 393.182
ENSRNOT00000000312.5 0 0
ENSRNOT00000040801.1 0.0360624 0.5
ENSRNOT00000059335.3 0.0845123 2
ENSRNOT00000083189.1 3.74194 43.4662
ENSRNOT00000017712.6 40.4106 507.077
ENSRNOT00000046669.3 28.045 574.411
ENSRNOT00000010118.6 17.5383 3483.19
ENSRNOT00000090751.1 25.9042 5079.94
ENSRNOT00000002727.5 193.062 12603.8
ENSRNOT00000022343.7 412.726 7187.61
ENSRNOT00000007071.6 2.9487 86
ENSRNOT00000072124.1 0 0
ENSRNOT00000071479.1 0 0
ENSRNOT00000030996.6 16.0517 1259.53
ENSRNOT00000092068.1 17.8964 798.167
ENSRNOT00000088552.1 0 0
ENSRNOT00000064361.2 0 0
ENSRNOT00000020309.6 42.6902 1195.27
ENSRNOT00000084834.1 0.207521 1
ENSRNOT00000091655.1 0 0
ENSRNOT00000085648.1 59.9999 1583.92
ENSRNOT00000057879.4 46.1323 961.017
ENSRNOT00000020071.4 0.124231 3
ENSRNOT00000060470.3 5.75585 213.633
ENSRNOT00000072986.2 0 0
ENSRNOT00000017012.4 0.827011 18
ENSRNOT00000029651.1 0.0843341 2
ENSRNOT00000026259.7 156.558 6643.18
ENSRNOT00000036258.5 2.58137 53
ENSRNOT00000049631.4 4.60661 121.608
ENSRNOT00000023610.7 0.328589 9.39174
ENSRNOT00000046842.4 7.6368 121.921
ENSRNOT00000065946.2 21.9633 330.875
ENSRNOT00000011499.7 166.164 2076.73
ENSRNOT00000048976.5 0 0
ENSRNOT00000065051.1 0 0
ENSRNOT00000017070.4 0.762011 7.45523
ENSRNOT00000085628.1 1.7216 21.5455
ENSRNOT00000055251.5 10.2982 1268.42
ENSRNOT00000012663.7 1010.62 22956.3
ENSRNOT00000088110.1 0.209467 12.9974
ENSRNOT00000047831.2 1.94874 105.134
ENSRNOT00000012638.7 13.24 312.004
ENSRNOT00000022676.6 62.362 1904.04
ENSRNOT00000091283.1 14.4529 375.034
ENSRNOT00000083402.1 20.9913 1003.37
ENSRNOT00000016137.6 108.781 4483.52
ENSRNOT00000057286.3 27.2209 588.837
ENSRNOT00000083006.1 0 0
ENSRNOT00000012432.6 3.74489 119.146
ENSRNOT00000064006.3 0 0
ENSRNOT00000013473.4 3.80225 46
ENSRNOT00000080931.1 0 0
ENSRNOT00000008936.5 3.48516 251.165
ENSRNOT00000038074.4 5.56123 161.083
ENSRNOT00000044254.3 19.7385 426.321
ENSRNOT00000027682.5 3.79342 102.038
ENSRNOT00000086003.1 0.282582 18.0146
ENSRNOT00000026748.4 4.23271 233.08
ENSRNOT00000085336.1 0.0647143 3.6736
ENSRNOT00000072217.2 0 0
ENSRNOT00000003932.7 446.449 17679
ENSRNOT00000076578.1 218.007 2408.82
ENSRNOT00000075948.1 225.608 1583.4
ENSRNOT00000022291.3 0.0485867 1
ENSRNOT00000060427.1 0 0
ENSRNOT00000023425.6 5.86643 258.021
ENSRNOT00000089107.1 1.05977 40.1466
ENSRNOT00000086154.1 12.5873 1121.13
ENSRNOT00000064483.1 9.16856 706.748
ENSRNOT00000022398.4 0.629151 20.0902
ENSRNOT00000029183.4 0 0
ENSRNOT00000007588.5 2.0396 86.0014
ENSRNOT00000003498.6 0.151673 5
ENSRNOT00000087955.1 0 0
ENSRNOT00000048765.5 27.0758 1332.56
ENSRNOT00000091885.1 0 0
ENSRNOT00000023172.7 118.253 8478.81
ENSRNOT00000064696.2 11.9411 782.742
ENSRNOT00000010755.5 64.8078 5817.64
ENSRNOT00000047698.5 70.8936 3894.4
ENSRNOT00000048252.3 0 0
ENSRNOT00000091061.1 34.0559 1181.14
ENSRNOT00000022003.5 3.47092 109.098
ENSRNOT00000009727.2 0.0970948 2
ENSRNOT00000080429.1 6.78148 398.411
ENSRNOT00000023396.6 16.0711 308.004
ENSRNOT00000034692.2 12.463 671.959
ENSRNOT00000065462.2 10.1851 384.988
ENSRNOT00000006450.7 0 0
ENSRNOT00000072166.1 1.70261 53.999
ENSRNOT00000015986.7 1.11842 80.7317
ENSRNOT00000080662.1 5.8697 693.81
ENSRNOT00000091661.1 1.30519 140.593
ENSRNOT00000080993.1 9.46024 486.883
ENSRNOT00000071770.2 15.3417 1509.64
ENSRNOT00000026075.4 23.5009 629.009
ENSRNOT00000025528.6 3.11855 189.036
ENSRNOT00000054913.3 53.0444 3286.1
ENSRNOT00000022932.5 4.73968 200.011
ENSRNOT00000074814.1 117.561 1863.13
ENSRNOT00000012854.6 39.6406 1227.49
ENSRNOT00000083459.1 0 0
ENSRNOT00000021216.5 2.10089 45.656
ENSRNOT00000028561.7 141.246 7003.38
ENSRNOT00000014464.7 56.8202 2341.89
ENSRNOT00000091187.1 0 0
ENSRNOT00000005257.5 9.09248 1022.62
ENSRNOT00000023903.7 19.2049 399.433
ENSRNOT00000059724.3 0.201697 4
ENSRNOT00000088172.1 1.03005 37.0806
ENSRNOT00000046288.4 3.03821 148.921
ENSRNOT00000077486.1 38.8631 827.724
ENSRNOT00000067097.2 2.12739e-09 3.46727e-08
ENSRNOT00000042885.1 0 0
ENSRNOT00000080043.1 7.08565 328.415
ENSRNOT00000016637.6 2.17507 92.6928
ENSRNOT00000073918.3 0.124317 3
ENSRNOT00000039842.5 23.9035 808.709
ENSRNOT00000075737.2 0 0
ENSRNOT00000088903.1 0 0
ENSRNOT00000084788.1 0 0
ENSRNOT00000022370.6 2.7646 137.261
ENSRNOT00000089488.1 18.109 1153.24
ENSRNOT00000068550.1 22.7204 517.613
ENSRNOT00000032535.5 31.0045 1124.4
ENSRNOT00000036454.3 6.35699 298.563
ENSRNOT00000072566.1 0 0
ENSRNOT00000084614.1 0 0
ENSRNOT00000019346.6 11.3804 838.551
ENSRNOT00000016088.6 859.788 16592.5
ENSRNOT00000058947.4 0.312876 9
ENSRNOT00000054794.3 32.8547 445.669
ENSRNOT00000087157.1 1.93696 83.8367
ENSRNOT00000026107.6 14.9451 556.69
ENSRNOT00000066583.1 0.332759 16
ENSRNOT00000067780.3 3.09028 84
ENSRNOT00000013150.4 0 0
ENSRNOT00000042283.5 22.0423 326.554
ENSRNOT00000075985.1 22.2317 644.69
ENSRNOT00000029782.3 2.59462 22.0981
ENSRNOT00000084192.1 50.8173 407.396
ENSRNOT00000013582.6 101.011 1658.08
ENSRNOT00000049250.1 0 0
ENSRNOT00000072202.1 3.90248 3
ENSRNOT00000081062.1 0 0
ENSRNOT00000018163.5 0 0
ENSRNOT00000026755.5 84.492 1113.73
ENSRNOT00000067400.2 0.475234 4
ENSRNOT00000074505.2 14.5351 129.608
ENSRNOT00000050696.5 26.4857 2780.16
ENSRNOT00000084304.1 25.2703 2508.11
ENSRNOT00000077578.1 35.0245 2334.38
ENSRNOT00000088720.1 2.57639 102.066
ENSRNOT00000004406.5 0.198555 5
ENSRNOT00000076210.1 0 0
ENSRNOT00000031943.1 0 0
ENSRNOT00000082594.1 48.5999 2216.94
ENSRNOT00000082435.1 11.1148 498.677
ENSRNOT00000007412.7 3.50606 113.476
ENSRNOT00000084185.1 3.15177 107.524
ENSRNOT00000086950.1 17.5052 83.7703
ENSRNOT00000091738.1 0.568498 5.1261
ENSRNOT00000081760.1 0 0
ENSRNOT00000083284.1 33.4904 751.809
ENSRNOT00000083411.1 1.7015 17.1856
ENSRNOT00000085611.1 0.94462 9.74561
ENSRNOT00000089490.1 2.53095 25.6055
ENSRNOT00000079886.1 2.77748 29.5347
ENSRNOT00000078576.1 3.21754 16.951
ENSRNOT00000077082.1 12.0468 306.172
ENSRNOT00000003557.3 5.30703 53.5141
ENSRNOT00000001338.3 49.9689 528.02
ENSRNOT00000010626.7 2.4114 95.8511
ENSRNOT00000058195.4 4.06153 241.39
ENSRNOT00000092065.1 3.70606 32.9231
ENSRNOT00000088917.1 11.9051 1159.38
ENSRNOT00000079560.1 6.78671 6.36408
ENSRNOT00000051911.2 0.281789 1.02054
ENSRNOT00000034566.3 0 0
ENSRNOT00000014204.5 0.0596483 1
ENSRNOT00000067491.2 11.5808 122.953
ENSRNOT00000089991.1 18.6972 162.047
ENSRNOT00000024279.4 6.45573 153.099
ENSRNOT00000004601.5 0.969227 22
ENSRNOT00000002169.6 171.503 6771.37
ENSRNOT00000010127.5 4.9201 97
ENSRNOT00000013530.5 3.24001 105.189
ENSRNOT00000027612.6 2.24128 40.6381
ENSRNOT00000013218.6 6.69001 482.352
ENSRNOT00000023962.5 7.23194 527.211
ENSRNOT00000000953.3 0 0
ENSRNOT00000015831.6 40.0078 3475.38
ENSRNOT00000074157.2 0.00916888 0.130334
ENSRNOT00000052265.4 10.8469 22.5529
ENSRNOT00000045855.4 0.479434 13
ENSRNOT00000059225.3 11.6722 435.558
ENSRNOT00000072130.2 0 0
ENSRNOT00000078207.1 0.0518584 3
ENSRNOT00000016449.8 53.4454 4179.46
ENSRNOT00000002072.6 30.0326 714.232
ENSRNOT00000015495.5 19.9585 1267.03
ENSRNOT00000084144.1 40.497 1800.07
ENSRNOT00000012564.3 4.7349 220.643
ENSRNOT00000023437.6 2.16696 32.8978
ENSRNOT00000023448.5 0 0
ENSRNOT00000084825.1 2.66039 28.2009
ENSRNOT00000058331.4 0 0
ENSRNOT00000068766.2 112.681 5803
ENSRNOT00000076446.1 2.56269 84.1815
ENSRNOT00000020781.6 6.3986 171.047
ENSRNOT00000065469.2 8.06732 499.232
ENSRNOT00000084521.1 14.2969 706.022
ENSRNOT00000044395.5 5.51528 502.264
ENSRNOT00000081604.1 11.7252 1033
ENSRNOT00000064904.2 54.8572 15
ENSRNOT00000013471.7 15.5142 1427.58
ENSRNOT00000021988.7 5.2583 142.581
ENSRNOT00000085588.1 1.72729 87.4291
ENSRNOT00000005577.7 2087.12 5340.97
ENSRNOT00000014320.5 0 0
ENSRNOT00000090719.1 0 0
ENSRNOT00000032387.6 48.7986 2018.6
ENSRNOT00000022244.3 19.4724 1314.39
ENSRNOT00000018259.5 6.87214 518.621
ENSRNOT00000028640.6 21.7883 687.033
ENSRNOT00000018942.4 10.0127 385.982
ENSRNOT00000082290.1 6.65596 413.557
ENSRNOT00000016000.5 30.4267 738.818
ENSRNOT00000088257.1 0 0
ENSRNOT00000029297.3 0 0
ENSRNOT00000035128.4 8.91175 52
ENSRNOT00000038311.4 0 0
ENSRNOT00000072303.2 0.185971 3
ENSRNOT00000084829.1 20.7995 1360.64
ENSRNOT00000007410.4 0 0
ENSRNOT00000045035.4 0.338336 3
ENSRNOT00000070842.2 1.47785 70
ENSRNOT00000004970.5 41.168 1335.17
ENSRNOT00000059031.3 62.0259 3225.32
ENSRNOT00000077479.1 19.8871 1345.7
ENSRNOT00000051402.5 0.184868 2.42758
ENSRNOT00000006554.7 7.00956 424.078
ENSRNOT00000089610.1 0 0
ENSRNOT00000025385.6 21.755 1480.43
ENSRNOT00000041434.3 0 0
ENSRNOT00000025093.6 1088.43 18356.3
ENSRNOT00000031326.4 1.45576 19.0435
ENSRNOT00000011281.6 53.1106 1810.13
ENSRNOT00000051751.3 0.150432 7
ENSRNOT00000060452.4 0.426902 12.9631
ENSRNOT00000016828.8 6.98896 217.115
ENSRNOT00000055187.4 51.1964 2371.22
ENSRNOT00000090712.1 16.8349 480.053
ENSRNOT00000045073.4 0 0
ENSRNOT00000049082.3 9.79672 280.827
ENSRNOT00000064478.3 26.8988 2836.52
ENSRNOT00000090041.1 5.24734 137.561
ENSRNOT00000085993.1 2.99177 70.6513
ENSRNOT00000079365.1 6.52806 133.597
ENSRNOT00000026334.6 62.03 1531.02
ENSRNOT00000026394.6 34.0961 712.556
ENSRNOT00000057891.1 0 0
ENSRNOT00000022403.5 7.90065 392
ENSRNOT00000044255.4 7.98181 469.196
ENSRNOT00000086460.1 0 0
ENSRNOT00000082919.1 0 0
ENSRNOT00000085517.1 3.05982 128
ENSRNOT00000012587.6 2.90511 51.7544
ENSRNOT00000071068.2 35.9829 1418.29
ENSRNOT00000065526.3 70.911 1085.99
ENSRNOT00000088666.1 0 0
ENSRNOT00000010591.4 10.3602 149.513
ENSRNOT00000084389.1 60.3877 284.956
ENSRNOT00000007491.6 0.13285 3
ENSRNOT00000079875.1 73.6353 1108.08
ENSRNOT00000089695.1 26.3307 2197.32
ENSRNOT00000057404.5 18.3162 1573.69
ENSRNOT00000006624.7 2.89371 243.99
ENSRNOT00000066639.3 0.352115 7.8575
ENSRNOT00000089665.1 4.98607 135.947
ENSRNOT00000033493.3 12.5861 1124.16
ENSRNOT00000015203.4 18.8505 950.371
ENSRNOT00000073788.1 39.5908 1914.85
ENSRNOT00000029097.6 4.11435 180
ENSRNOT00000081136.1 25.2697 987.18
ENSRNOT00000073148.2 28.1492 1072.93
ENSRNOT00000071615.3 54.4238 1980.97
ENSRNOT00000055176.2 50.8598 2691.31
ENSRNOT00000026971.5 53.2443 1206.79
ENSRNOT00000071420.2 18.2903 629.776
ENSRNOT00000016995.7 62.2469 1287.37
ENSRNOT00000026159.3 4.38381 61
ENSRNOT00000042725.1 0 0
ENSRNOT00000004728.2 0 0
ENSRNOT00000075116.2 20.0014 30.8161
ENSRNOT00000084177.1 22.1138 1731.16
ENSRNOT00000078367.1 9.86759 352.427
ENSRNOT00000019039.7 267.78 2468.11
ENSRNOT00000020425.5 9.41939 108.63
ENSRNOT00000054748.4 16.8759 809.189
ENSRNOT00000008787.5 18.8315 278.045
ENSRNOT00000002068.5 14.0425 337
ENSRNOT00000043796.3 0 0
ENSRNOT00000081161.1 4.96068 149.31
ENSRNOT00000082242.1 7.27014 344.237
ENSRNOT00000025378.4 13.9513 643.612
ENSRNOT00000089928.1 6.41048 226.497
ENSRNOT00000084127.1 0.304045 3
ENSRNOT00000041707.1 1.19943 5.12172
ENSRNOT00000073017.1 0.558608 2.94292
ENSRNOT00000037690.3 1.85733 71.8459
ENSRNOT00000023368.5 0 0
ENSRNOT00000080352.1 0.0282385 1.00008
ENSRNOT00000024724.3 0 0
ENSRNOT00000050168.1 0 0
ENSRNOT00000034266.4 11.5201 362.485
ENSRNOT00000079054.1 7.40549 325.219
ENSRNOT00000003895.6 6.11229 244.079
ENSRNOT00000084430.1 0.209697 1
ENSRNOT00000066249.1 0 0
ENSRNOT00000084286.1 0 0
ENSRNOT00000058037.1 0 0
ENSRNOT00000050332.4 1.13041 10.9276
ENSRNOT00000007484.5 71.2259 3099.46
ENSRNOT00000027998.7 4.80907 50.1761
ENSRNOT00000055822.3 1.50392 68.0766
ENSRNOT00000091791.1 0 0
ENSRNOT00000060132.3 62.5797 442.337
ENSRNOT00000024912.4 0 0
ENSRNOT00000087206.1 0.422833 4.95389
ENSRNOT00000071256.1 0 0
ENSRNOT00000023007.3 0 0
ENSRNOT00000039796.5 7.71198 638.3
ENSRNOT00000009627.5 17.5377 1006.37
ENSRNOT00000090475.1 15.8015 1307.06
ENSRNOT00000006356.5 1.02837 77.6942
ENSRNOT00000040954.4 2.12298 28.1256
ENSRNOT00000074140.1 55.4291 3412.58
ENSRNOT00000026303.4 7.96666 395.408
ENSRNOT00000004787.3 30.8328 771.289
ENSRNOT00000007690.4 0 0
ENSRNOT00000005426.6 14.3758 730.043
ENSRNOT00000016887.5 42.793 1708.83
ENSRNOT00000035687.4 4.24404 72
ENSRNOT00000003091.5 44.8825 3156.75
ENSRNOT00000059276.3 0 0
ENSRNOT00000065897.4 5.70567 635.812
ENSRNOT00000014022.7 17.6029 1968.62
ENSRNOT00000021243.5 5.80623 78.7606
ENSRNOT00000076512.2 0.0918995 4.53213
ENSRNOT00000032829.4 0.0895672 4.46787
ENSRNOT00000015612.5 27.5669 147.069
ENSRNOT00000015820.2 118.196 6435.72
ENSRNOT00000074715.1 0 0
ENSRNOT00000017483.5 0.363364 7.00022
ENSRNOT00000075656.1 15.5131 288
ENSRNOT00000072301.1 0 0
ENSRNOT00000078467.1 0 0
ENSRNOT00000072508.1 0 0
ENSRNOT00000023452.6 1795.21 48318.6
ENSRNOT00000007761.7 24.1769 445.218
ENSRNOT00000034919.5 41.4291 2658.37
ENSRNOT00000071217.1 0 0
ENSRNOT00000082965.1 0 0
ENSRNOT00000080237.1 0 0
ENSRNOT00000052311.4 0.522256 8.0244
ENSRNOT00000007553.2 0 0
ENSRNOT00000081980.1 25.6042 1151.32
ENSRNOT00000086847.1 185.51 4102.58
ENSRNOT00000004274.7 30.8458 1849.2
ENSRNOT00000022301.6 16.4866 1334.88
ENSRNOT00000010415.6 1.18444 41
ENSRNOT00000045155.4 34.5163 63.292
ENSRNOT00000025072.7 72.9379 1627.62
ENSRNOT00000077457.1 1.12452 41.4376
ENSRNOT00000075365.2 67.3611 2619.17
ENSRNOT00000018411.6 2.61021 84.0022
ENSRNOT00000063795.2 17.2435 426.177
ENSRNOT00000068774.3 0.0948634 4
ENSRNOT00000065333.1 8.51253 337.372
ENSRNOT00000073486.2 0.108804 2
ENSRNOT00000005035.7 24.8542 844.189
ENSRNOT00000077958.1 4.14866 191.112
ENSRNOT00000021769.5 45.7871 1296.48
ENSRNOT00000013831.6 86.3192 4025.3
ENSRNOT00000012440.7 24.0278 699.579
ENSRNOT00000086999.1 0.355767 6
ENSRNOT00000009993.6 3.61155 83
ENSRNOT00000081052.1 0.272102 3.44612
ENSRNOT00000077006.1 0 0
ENSRNOT00000038520.4 0 0
ENSRNOT00000083143.1 0.345422 7
ENSRNOT00000071719.2 28.6701 851.465
ENSRNOT00000089281.1 0 0
ENSRNOT00000057122.4 1.1885 154.805
ENSRNOT00000024765.5 156.966 3296.04
ENSRNOT00000089729.1 169.271 2476.69
ENSRNOT00000008399.5 13.0763 694.129
ENSRNOT00000089944.1 64.4035 2065.13
ENSRNOT00000017665.5 16.7345 456.83
ENSRNOT00000074659.2 14.3763 1297
ENSRNOT00000067271.1 0.875782 47
ENSRNOT00000056077.2 5.09314 18.6983
ENSRNOT00000088716.1 53.6583 1387.89
ENSRNOT00000009987.4 14.9315 220.959
ENSRNOT00000004962.4 2.18441 9
ENSRNOT00000022960.6 30.9221 966.796
ENSRNOT00000030005.4 9.08485 286.768
ENSRNOT00000055274.3 0.713271 8
ENSRNOT00000013955.6 228.725 11401.8
ENSRNOT00000009392.7 0 0
ENSRNOT00000073385.2 0 0
ENSRNOT00000032193.6 142.082 10980.6
ENSRNOT00000023302.2 2.58684 253.341
ENSRNOT00000047731.4 41.3433 1195.46
ENSRNOT00000043938.5 27.6895 1506.3
ENSRNOT00000002793.5 18.8294 2471.72
ENSRNOT00000067439.4 10.9048 593.4
ENSRNOT00000091792.1 80.412 1405.73
ENSRNOT00000092117.1 1.3825 75
ENSRNOT00000083450.1 57.5853 832.004
ENSRNOT00000010256.5 0 0
ENSRNOT00000045270.5 0.3845 21
ENSRNOT00000026155.7 55.3724 621.054
ENSRNOT00000091335.1 42.9531 1793.98
ENSRNOT00000087027.1 19.5529 645.548
ENSRNOT00000064215.3 12.6064 374.184
ENSRNOT00000084173.1 10.7709 266.027
ENSRNOT00000064174.2 0.552636 11.4387
ENSRNOT00000045223.5 10.4046 915.957
ENSRNOT00000040650.3 10.6696 276.327
ENSRNOT00000029677.6 13.2475 308.205
ENSRNOT00000010914.4 15.9227 345.497
ENSRNOT00000010929.4 15.3679 274.804
ENSRNOT00000074482.1 4.54402 9
ENSRNOT00000022483.5 20.4479 831.188
ENSRNOT00000080101.1 11.6129 1003.55
ENSRNOT00000090387.1 1.40774 58.256
ENSRNOT00000082034.1 7.02313 90
ENSRNOT00000016442.8 111.752 3460.45
ENSRNOT00000016418.6 0 0
ENSRNOT00000078705.1 35.8104 1224.68
ENSRNOT00000089110.1 0.0481651 3.34106
ENSRNOT00000087497.1 1.92892 208.745
ENSRNOT00000061675.5 30.6368 1513.44
ENSRNOT00000078383.1 6.61064 156.332
ENSRNOT00000013930.6 1.89948 151.707
ENSRNOT00000091240.1 47.4858 294.492
ENSRNOT00000089828.1 38.7129 1325.23
ENSRNOT00000083362.1 1.65524 42.6476
ENSRNOT00000015568.6 16.1314 1339.99
ENSRNOT00000090355.1 3.96355 133.501
ENSRNOT00000026514.8 37.8399 2697.99
ENSRNOT00000092291.1 43.4344 319.317
ENSRNOT00000092590.1 1.43213 14.3455
ENSRNOT00000083843.1 121.163 4022.47
ENSRNOT00000019529.6 7.48673 253.917
ENSRNOT00000091765.1 21.6139 748.18
ENSRNOT00000066009.1 19.326 658.995
ENSRNOT00000017204.7 22.7245 835.861
ENSRNOT00000063943.2 16.5509 341.75
ENSRNOT00000074401.2 37.5973 1408.61
ENSRNOT00000009969.3 0.785436 28
ENSRNOT00000072511.3 11.6274 585.046
ENSRNOT00000009542.5 14.7785 978.34
ENSRNOT00000081171.1 18.5288 1226.61
ENSRNOT00000078765.1 40.1417 1866.57
ENSRNOT00000003010.6 26.0195 745.426
ENSRNOT00000004042.5 21.0922 444.661
ENSRNOT00000084123.1 27.5254 493.117
ENSRNOT00000008057.6 45.1047 1756.04
ENSRNOT00000089875.1 29.8476 432.239
ENSRNOT00000009755.7 24.781 1913.52
ENSRNOT00000081880.1 0.434489 35.6501
ENSRNOT00000009132.6 63.6576 5229.52
ENSRNOT00000017689.2 0 0
ENSRNOT00000067643.4 0.0286783 2.00653
ENSRNOT00000081362.1 0.698575 3.99468
ENSRNOT00000015771.7 0.004928 0.0542864
ENSRNOT00000056081.3 0 0
ENSRNOT00000071447.1 0.327168 2.88462
ENSRNOT00000085481.1 1.23883 60
ENSRNOT00000083947.1 0.113114 1.03691
ENSRNOT00000071765.1 1.29559 42.5156
ENSRNOT00000022176.7 13.7995 736.199
ENSRNOT00000004291.5 12.8117 456.297
ENSRNOT00000032294.4 27.7755 630
ENSRNOT00000082598.1 19.8569 1041.48
